marker_id	chr	pos_bp	pos_cM
m09_003485	chr09	41819473	41.819473
m09_003486	chr09	41841295	41.841295
m09_003487	chr09	41864920	41.86492
m09_003488	chr09	41884118	41.884118
m09_003489	chr09	41937576	41.937576
m09_003490	chr09	41941971	41.941971
m09_003491	chr09	41951565	41.951565
m09_003492	chr09	41968468	41.968468
m09_003493	chr09	41983768	41.983768
m09_003494	chr09	41987324	41.987324
m09_003495	chr09	41995544	41.995544
m09_003496	chr09	41997034	41.997034
m09_003497	chr09	41998423	41.998423
m09_003498	chr09	42038105	42.038105
m09_003499	chr09	42040240	42.04024
m09_003500	chr09	42043579	42.043579
m09_003501	chr09	42079217	42.079217
m09_003502	chr09	42084969	42.084969
m09_003503	chr09	42098882	42.098882
m09_003504	chr09	42101233	42.101233
m09_003505	chr09	42108215	42.108215
m09_003506	chr09	42109260	42.10926
m09_003507	chr09	42117940	42.11794
m09_003508	chr09	42121943	42.121943
m09_003509	chr09	42129355	42.129355
m09_003510	chr09	42143208	42.143208
m09_003511	chr09	42172058	42.172058
m09_003512	chr09	42172362	42.172362
m09_003513	chr09	42216756	42.216756
m09_003514	chr09	42241804	42.241804
m09_003515	chr09	42255195	42.255195
m09_003516	chr09	42262972	42.262972
m09_003517	chr09	42280490	42.28049
m09_003518	chr09	42288158	42.288158
m09_003519	chr09	42293756	42.293756
m09_003520	chr09	42298254	42.298254
m09_003521	chr09	42318495	42.318495
m09_003522	chr09	42319160	42.31916
m09_003523	chr09	42347298	42.347298
m09_003524	chr09	42353087	42.353087
m09_003525	chr09	42359461	42.359461
m09_003526	chr09	42368593	42.368593
m09_003527	chr09	42387216	42.387216
m09_003528	chr09	42398382	42.398382
m09_003529	chr09	42417786	42.417786
m09_003530	chr09	42419110	42.41911
m09_003531	chr09	42421606	42.421606
m09_003532	chr09	42435023	42.435023
m09_003533	chr09	42438691	42.438691
m09_003534	chr09	42440916	42.440916
m09_003535	chr09	42453513	42.453513
m09_003536	chr09	42467941	42.467941
m09_003537	chr09	42476443	42.476443
m09_003538	chr09	42477731	42.477731
m09_003539	chr09	42478399	42.478399
m09_003540	chr09	42482992	42.482992
m09_003541	chr09	42514861	42.514861
m09_003542	chr09	42562476	42.562476
m09_003543	chr09	42575832	42.575832
m09_003544	chr09	42580230	42.58023
m09_003545	chr09	42580965	42.580965
m09_003546	chr09	42590646	42.590646
m09_003547	chr09	42591529	42.591529
m09_003548	chr09	42606186	42.606186
m09_003549	chr09	42607868	42.607868
m09_003550	chr09	42630356	42.630356
m09_003551	chr09	42634926	42.634926
m09_003552	chr09	42644668	42.644668
m09_003553	chr09	42646717	42.646717
m09_003554	chr09	42648001	42.648001
m09_003555	chr09	42650626	42.650626
m09_003556	chr09	42659669	42.659669
m09_003557	chr09	42665155	42.665155
m09_003558	chr09	42682046	42.682046
m09_003559	chr09	42693652	42.693652
m09_003560	chr09	42712056	42.712056
m09_003561	chr09	42736733	42.736733
m09_003562	chr09	42739439	42.739439
m09_003563	chr09	42752058	42.752058
m09_003564	chr09	42764589	42.764589
m09_003565	chr09	42776141	42.776141
m09_003566	chr09	42788008	42.788008
m09_003567	chr09	42797116	42.797116
m09_003568	chr09	42810671	42.810671
m09_003569	chr09	42814958	42.814958
m09_003570	chr09	42856560	42.85656
m09_003571	chr09	42868865	42.868865
m09_003572	chr09	42882610	42.88261
m09_003573	chr09	42888874	42.888874
m09_003574	chr09	42894546	42.894546
m09_003575	chr09	42902880	42.90288
m09_003576	chr09	42905591	42.905591
m09_003577	chr09	42911343	42.911343
m09_003578	chr09	42917697	42.917697
m09_003579	chr09	42921215	42.921215
m09_003580	chr09	42924196	42.924196
m09_003581	chr09	42926442	42.926442
m09_003582	chr09	42942393	42.942393
m09_003583	chr09	42949936	42.949936
m09_003584	chr09	42952567	42.952567
m09_003585	chr09	42968750	42.96875
m09_003586	chr09	42987142	42.987142
m09_003587	chr09	42993142	42.993142
m09_003588	chr09	43019872	43.019872
m09_003589	chr09	43053714	43.053714
m09_003590	chr09	43057313	43.057313
m09_003591	chr09	43062872	43.062872
m09_003592	chr09	43066445	43.066445
m09_003593	chr09	43071982	43.071982
m09_003594	chr09	43073794	43.073794
m09_003595	chr09	43088886	43.088886
m09_003596	chr09	43090172	43.090172
m09_003597	chr09	43093860	43.09386
m09_003598	chr09	43115923	43.115923
m09_003599	chr09	43124115	43.124115
m09_003600	chr09	43124246	43.124246
m09_003601	chr09	43125714	43.125714
m09_003602	chr09	43132328	43.132328
m09_003603	chr09	43136450	43.13645
m09_003604	chr09	43136677	43.136677
m09_003605	chr09	43137723	43.137723
m09_003606	chr09	43137825	43.137825
m09_003607	chr09	43155509	43.155509
m09_003608	chr09	43161324	43.161324
m09_003609	chr09	43163900	43.1639
m09_003610	chr09	43168591	43.168591
m09_003611	chr09	43188469	43.188469
m09_003612	chr09	43200043	43.200043
m09_003613	chr09	43211803	43.211803
m09_003614	chr09	43232636	43.232636
m09_003615	chr09	43285815	43.285815
m09_003616	chr09	43289450	43.28945
m09_003617	chr09	43310964	43.310964
m09_003618	chr09	43319736	43.319736
m09_003619	chr09	43340953	43.340953
m09_003620	chr09	43349181	43.349181
m09_003621	chr09	43353664	43.353664
m09_003622	chr09	43356403	43.356403
m09_003623	chr09	43376540	43.37654
m09_003624	chr09	43380166	43.380166
m09_003625	chr09	43404835	43.404835
m09_003626	chr09	43441591	43.441591
m09_003627	chr09	43481981	43.481981
m09_003628	chr09	43484153	43.484153
m09_003629	chr09	43487930	43.48793
m09_003630	chr09	43491526	43.491526
m09_003631	chr09	43502429	43.502429
m09_003632	chr09	43514402	43.514402
m09_003633	chr09	43527361	43.527361
m09_003634	chr09	43528261	43.528261
m09_003635	chr09	43540473	43.540473
m09_003636	chr09	43541822	43.541822
m09_003637	chr09	43565840	43.56584
m09_003638	chr09	43575795	43.575795
m09_003639	chr09	43609809	43.609809
m09_003640	chr09	43642192	43.642192
m09_003641	chr09	43647276	43.647276
m09_003642	chr09	43664856	43.664856
m09_003643	chr09	43669204	43.669204
m09_003644	chr09	43709373	43.709373
m09_003645	chr09	43726955	43.726955
m09_003646	chr09	43738772	43.738772
m09_003647	chr09	43748393	43.748393
m09_003648	chr09	43753635	43.753635
m09_003649	chr09	43768152	43.768152
m09_003650	chr09	43778193	43.778193
m09_003651	chr09	43784936	43.784936
m09_003652	chr09	43785301	43.785301
m09_003653	chr09	43796275	43.796275
m09_003654	chr09	43806174	43.806174
m09_003655	chr09	43811972	43.811972
m09_003656	chr09	43813167	43.813167
m09_003657	chr09	43816303	43.816303
m09_003658	chr09	43841550	43.84155
m09_003659	chr09	43863379	43.863379
m09_003660	chr09	43868088	43.868088
m09_003661	chr09	43874122	43.874122
m09_003662	chr09	43879742	43.879742
m09_003663	chr09	43892521	43.892521
m09_003664	chr09	43896733	43.896733
m09_003665	chr09	43904194	43.904194
m09_003666	chr09	43905296	43.905296
m09_003667	chr09	43967083	43.967083
m09_003668	chr09	43987447	43.987447
m09_003669	chr09	43994924	43.994924
m09_003670	chr09	43998213	43.998213
m09_003671	chr09	44007402	44.007402
m09_003672	chr09	44009989	44.009989
m09_003673	chr09	44009992	44.009992
m09_003674	chr09	44015735	44.015735
m09_003675	chr09	44023216	44.023216
m09_003676	chr09	44026351	44.026351
m09_003677	chr09	44034895	44.034895
m09_003678	chr09	44038013	44.038013
m09_003679	chr09	44041063	44.041063
m09_003680	chr09	44043005	44.043005
m09_003681	chr09	44044559	44.044559
m09_003682	chr09	44048410	44.04841
m09_003683	chr09	44052890	44.05289
m09_003684	chr09	44059958	44.059958
m09_003685	chr09	44061499	44.061499
m09_003686	chr09	44073423	44.073423
m09_003687	chr09	44077778	44.077778
m09_003688	chr09	44078904	44.078904
m09_003689	chr09	44105115	44.105115
m09_003690	chr09	44115463	44.115463
m09_003691	chr09	44134674	44.134674
m09_003692	chr09	44137162	44.137162
m09_003693	chr09	44146073	44.146073
m09_003694	chr09	44155693	44.155693
m09_003695	chr09	44155917	44.155917
m09_003696	chr09	44172330	44.17233
m09_003697	chr09	44176174	44.176174
m09_003698	chr09	44216375	44.216375
m09_003699	chr09	44217104	44.217104
m09_003700	chr09	44218083	44.218083
m09_003701	chr09	44228284	44.228284
m09_003702	chr09	44231799	44.231799
m09_003703	chr09	44233153	44.233153
m09_003704	chr09	44237662	44.237662
m09_003705	chr09	44238289	44.238289
m09_003706	chr09	44259143	44.259143
m09_003707	chr09	44260425	44.260425
m09_003708	chr09	44278026	44.278026
m09_003709	chr09	44293277	44.293277
m09_003710	chr09	44303567	44.303567
m09_003711	chr09	44315573	44.315573
m09_003712	chr09	44328078	44.328078
m09_003713	chr09	44343217	44.343217
m09_003714	chr09	44344048	44.344048
m09_003715	chr09	44348594	44.348594
m09_003716	chr09	44355435	44.355435
m09_003717	chr09	44380283	44.380283
m09_003718	chr09	44381504	44.381504
m09_003719	chr09	44388337	44.388337
m09_003720	chr09	44398551	44.398551
m09_003721	chr09	44405796	44.405796
m09_003722	chr09	44411981	44.411981
m09_003723	chr09	44426930	44.42693
m09_003724	chr09	44436446	44.436446
m09_003725	chr09	44443928	44.443928
m09_003726	chr09	44449051	44.449051
m09_003727	chr09	44457631	44.457631
m09_003728	chr09	44477058	44.477058
m09_003729	chr09	44487365	44.487365
m09_003730	chr09	44487879	44.487879
m09_003731	chr09	44498320	44.49832
m09_003732	chr09	44502024	44.502024
m09_003733	chr09	44505349	44.505349
m09_003734	chr09	44514323	44.514323
m09_003735	chr09	44540930	44.54093
m09_003736	chr09	44553319	44.553319
m09_003737	chr09	44569492	44.569492
m09_003738	chr09	44574004	44.574004
m09_003739	chr09	44585315	44.585315
m09_003740	chr09	44592638	44.592638
m09_003741	chr09	44610919	44.610919
m09_003742	chr09	44613619	44.613619
m09_003743	chr09	44620512	44.620512
m09_003744	chr09	44638067	44.638067
m09_003745	chr09	44639898	44.639898
m09_003746	chr09	44673578	44.673578
m09_003747	chr09	44694422	44.694422
m09_003748	chr09	44697587	44.697587
m09_003749	chr09	44700916	44.700916
m09_003750	chr09	44702513	44.702513
m09_003751	chr09	44709432	44.709432
m09_003752	chr09	44718111	44.718111
m09_003753	chr09	44729332	44.729332
m09_003754	chr09	44736518	44.736518
m09_003755	chr09	44752432	44.752432
m09_003756	chr09	44763229	44.763229
m09_003757	chr09	44782626	44.782626
m09_003758	chr09	44792038	44.792038
m09_003759	chr09	44802727	44.802727
m09_003760	chr09	44867856	44.867856
m09_003761	chr09	44913612	44.913612
m09_003762	chr09	44914558	44.914558
m09_003763	chr09	44923799	44.923799
m09_003764	chr09	44924854	44.924854
m09_003765	chr09	44933220	44.93322
m09_003766	chr09	44991173	44.991173
m09_003767	chr09	45012192	45.012192
m09_003768	chr09	45015833	45.015833
m09_003769	chr09	45016820	45.01682
m09_003770	chr09	45024007	45.024007
m09_003771	chr09	45028268	45.028268
m09_003772	chr09	45045803	45.045803
m09_003773	chr09	45059822	45.059822
m09_003774	chr09	45073106	45.073106
m09_003775	chr09	45073873	45.073873
m09_003776	chr09	45077197	45.077197
m09_003777	chr09	45107209	45.107209
m09_003778	chr09	45107914	45.107914
m09_003779	chr09	45124860	45.12486
m09_003780	chr09	45167002	45.167002
m09_003781	chr09	45181675	45.181675
m09_003782	chr09	45181746	45.181746
m09_003783	chr09	45183599	45.183599
m09_003784	chr09	45186863	45.186863
m09_003785	chr09	45197894	45.197894
m09_003786	chr09	45215152	45.215152
m09_003787	chr09	45226158	45.226158
m09_003788	chr09	45230886	45.230886
m09_003789	chr09	45233299	45.233299
m09_003790	chr09	45246841	45.246841
m09_003791	chr09	45270194	45.270194
m09_003792	chr09	45281574	45.281574
m09_003793	chr09	45305650	45.30565
m09_003794	chr09	45312549	45.312549
m09_003795	chr09	45317441	45.317441
m09_003796	chr09	45339179	45.339179
m09_003797	chr09	45349522	45.349522
m09_003798	chr09	45352992	45.352992
m09_003799	chr09	45356072	45.356072
m09_003800	chr09	45388568	45.388568
m09_003801	chr09	45402726	45.402726
m09_003802	chr09	45409316	45.409316
m09_003803	chr09	45425028	45.425028
m09_003804	chr09	45425336	45.425336
m09_003805	chr09	45433764	45.433764
m09_003806	chr09	45471362	45.471362
m09_003807	chr09	45475271	45.475271
m09_003808	chr09	45496362	45.496362
m09_003809	chr09	45499284	45.499284
m09_003810	chr09	45500593	45.500593
m09_003811	chr09	45510875	45.510875
m09_003812	chr09	45531658	45.531658
m09_003813	chr09	45555734	45.555734
m09_003814	chr09	45566201	45.566201
m09_003815	chr09	45571713	45.571713
m09_003816	chr09	45602300	45.6023
m09_003817	chr09	45617087	45.617087
m09_003818	chr09	45652730	45.65273
m09_003819	chr09	45667619	45.667619
m09_003820	chr09	45696510	45.69651
m09_003821	chr09	45784429	45.784429
m09_003822	chr09	45790189	45.790189
m09_003823	chr09	45810693	45.810693
m09_003824	chr09	45815240	45.81524
m09_003825	chr09	45822740	45.82274
m09_003826	chr09	45834592	45.834592
m09_003827	chr09	45845219	45.845219
m09_003828	chr09	45848925	45.848925
m09_003829	chr09	45860556	45.860556
m09_003830	chr09	45861310	45.86131
m09_003831	chr09	45862680	45.86268
m09_003832	chr09	45921564	45.921564
m09_003833	chr09	45931287	45.931287
m09_003834	chr09	45936838	45.936838
m09_003835	chr09	45979471	45.979471
m09_003836	chr09	45979954	45.979954
m09_003837	chr09	45991747	45.991747
m09_003838	chr09	46013703	46.013703
m09_003839	chr09	46017407	46.017407
m09_003840	chr09	46049438	46.049438
m09_003841	chr09	46058618	46.058618
m09_003842	chr09	46061703	46.061703
m09_003843	chr09	46065508	46.065508
m09_003844	chr09	46074593	46.074593
m09_003845	chr09	46083058	46.083058
m09_003846	chr09	46093207	46.093207
m09_003847	chr09	46098105	46.098105
m09_003848	chr09	46101127	46.101127
m09_003849	chr09	46101903	46.101903
m09_003850	chr09	46118484	46.118484
m09_003851	chr09	46168073	46.168073
m09_003852	chr09	46180041	46.180041
m09_003853	chr09	46203393	46.203393
m09_003854	chr09	46219167	46.219167
m09_003855	chr09	46221696	46.221696
m09_003856	chr09	46244271	46.244271
m09_003857	chr09	46261617	46.261617
m09_003858	chr09	46263416	46.263416
m09_003859	chr09	46285977	46.285977
m09_003860	chr09	46291534	46.291534
m09_003861	chr09	46301333	46.301333
m09_003862	chr09	46302792	46.302792
m09_003863	chr09	46319950	46.31995
m09_003864	chr09	46320768	46.320768
m09_003865	chr09	46341455	46.341455
m09_003866	chr09	46345930	46.34593
m09_003867	chr09	46353676	46.353676
m09_003868	chr09	46361081	46.361081
m09_003869	chr09	46376731	46.376731
m09_003870	chr09	46379581	46.379581
m09_003871	chr09	46422544	46.422544
m09_003872	chr09	46424284	46.424284
m09_003873	chr09	46424727	46.424727
m09_003874	chr09	46434689	46.434689
m09_003875	chr09	46464100	46.4641
m09_003876	chr09	46481641	46.481641
m09_003877	chr09	46497106	46.497106
m09_003878	chr09	46535702	46.535702
m09_003879	chr09	46539501	46.539501
m09_003880	chr09	46565555	46.565555
m09_003881	chr09	46579921	46.579921
m09_003882	chr09	46581662	46.581662
m09_003883	chr09	46603477	46.603477
m09_003884	chr09	46609547	46.609547
m09_003885	chr09	46615867	46.615867
m09_003886	chr09	46623411	46.623411
m09_003887	chr09	46640832	46.640832
m09_003888	chr09	46644649	46.644649
m09_003889	chr09	46665446	46.665446
m09_003890	chr09	46668929	46.668929
m09_003891	chr09	46669021	46.669021
m09_003892	chr09	46685879	46.685879
m09_003893	chr09	46686550	46.68655
m09_003894	chr09	46692868	46.692868
m09_003895	chr09	46699272	46.699272
m09_003896	chr09	46715663	46.715663
m09_003897	chr09	46722789	46.722789
m09_003898	chr09	46731875	46.731875
m09_003899	chr09	46736720	46.73672
m09_003900	chr09	46738747	46.738747
m09_003901	chr09	46753709	46.753709
m09_003902	chr09	46755466	46.755466
m09_003903	chr09	46759539	46.759539
m09_003904	chr09	46764276	46.764276
m09_003905	chr09	46766348	46.766348
m09_003906	chr09	46818153	46.818153
m09_003907	chr09	46838078	46.838078
m09_003908	chr09	46840206	46.840206
m09_003909	chr09	46851944	46.851944
m09_003910	chr09	46867890	46.86789
m09_003911	chr09	46881133	46.881133
m09_003912	chr09	46888941	46.888941
m09_003913	chr09	46891946	46.891946
m09_003914	chr09	46917695	46.917695
m09_003915	chr09	46939782	46.939782
m09_003916	chr09	46956389	46.956389
m09_003917	chr09	46960239	46.960239
m09_003918	chr09	46962322	46.962322
m09_003919	chr09	46975407	46.975407
m09_003920	chr09	46987198	46.987198
m09_003921	chr09	47014122	47.014122
m09_003922	chr09	47032260	47.03226
m09_003923	chr09	47039353	47.039353
m09_003924	chr09	47040331	47.040331
m09_003925	chr09	47042111	47.042111
m09_003926	chr09	47044924	47.044924
m09_003927	chr09	47045732	47.045732
m09_003928	chr09	47046578	47.046578
m09_003929	chr09	47068283	47.068283
m09_003930	chr09	47074577	47.074577
m09_003931	chr09	47088138	47.088138
m09_003932	chr09	47099870	47.09987
m09_003933	chr09	47104992	47.104992
m09_003934	chr09	47109157	47.109157
m09_003935	chr09	47112025	47.112025
m09_003936	chr09	47118961	47.118961
m09_003937	chr09	47128979	47.128979
m09_003938	chr09	47135510	47.13551
m09_003939	chr09	47136937	47.136937
m09_003940	chr09	47146540	47.14654
m09_003941	chr09	47148390	47.14839
m09_003942	chr09	47181810	47.18181
m09_003943	chr09	47186553	47.186553
m09_003944	chr09	47189169	47.189169
m09_003945	chr09	47192353	47.192353
m09_003946	chr09	47215965	47.215965
m09_003947	chr09	47218654	47.218654
m09_003948	chr09	47254801	47.254801
m09_003949	chr09	47264100	47.2641
m09_003950	chr09	47275725	47.275725
m09_003951	chr09	47293780	47.29378
m09_003952	chr09	47296221	47.296221
m09_003953	chr09	47302865	47.302865
m09_003954	chr09	47305998	47.305998
m09_003955	chr09	47321315	47.321315
m09_003956	chr09	47345294	47.345294
m09_003957	chr09	47367292	47.367292
m09_003958	chr09	47369206	47.369206
m09_003959	chr09	47391219	47.391219
m09_003960	chr09	47419604	47.419604
m09_003961	chr09	47435816	47.435816
m09_003962	chr09	47462896	47.462896
m09_003963	chr09	47485808	47.485808
m09_003964	chr09	47535301	47.535301
m09_003965	chr09	47548568	47.548568
m09_003966	chr09	47554234	47.554234
m09_003967	chr09	47564045	47.564045
m09_003968	chr09	47581868	47.581868
m09_003969	chr09	47598302	47.598302
m09_003970	chr09	47619447	47.619447
m09_003971	chr09	47619679	47.619679
m09_003972	chr09	47657076	47.657076
m09_003973	chr09	47662206	47.662206
m09_003974	chr09	47682582	47.682582
m09_003975	chr09	47686695	47.686695
m09_003976	chr09	47687211	47.687211
m09_003977	chr09	47711866	47.711866
m09_003978	chr09	47742115	47.742115
m09_003979	chr09	47745749	47.745749
m09_003980	chr09	47760699	47.760699
m09_003981	chr09	47776368	47.776368
m09_003982	chr09	47791436	47.791436
m09_003983	chr09	47799420	47.79942
m09_003984	chr09	47825598	47.825598
m09_003985	chr09	47858279	47.858279
m09_003986	chr09	47863233	47.863233
m09_003987	chr09	47876618	47.876618
m09_003988	chr09	47884523	47.884523
m09_003989	chr09	47892150	47.89215
m09_003990	chr09	47920043	47.920043
m09_003991	chr09	47928890	47.92889
m09_003992	chr09	47978122	47.978122
m09_003993	chr09	47983056	47.983056
m09_003994	chr09	47990107	47.990107
m09_003995	chr09	48063471	48.063471
m09_003996	chr09	48070152	48.070152
m09_003997	chr09	48090884	48.090884
m09_003998	chr09	48122860	48.12286
m09_003999	chr09	48138946	48.138946
m09_004000	chr09	48144399	48.144399
m09_004001	chr09	48151383	48.151383
m09_004002	chr09	48152082	48.152082
m09_004003	chr09	48166743	48.166743
m09_004004	chr09	48184318	48.184318
m09_004005	chr09	48201441	48.201441
m09_004006	chr09	48204056	48.204056
m09_004007	chr09	48205827	48.205827
m09_004008	chr09	48227923	48.227923
m09_004009	chr09	48233579	48.233579
m09_004010	chr09	48239818	48.239818
m09_004011	chr09	48255793	48.255793
m09_004012	chr09	48266168	48.266168
m09_004013	chr09	48286541	48.286541
m09_004014	chr09	48288217	48.288217
m09_004015	chr09	48315091	48.315091
m09_004016	chr09	48319671	48.319671
m09_004017	chr09	48328738	48.328738
m09_004018	chr09	48340758	48.340758
m09_004019	chr09	48344562	48.344562
m09_004020	chr09	48347250	48.34725
m09_004021	chr09	48359031	48.359031
m09_004022	chr09	48362271	48.362271
m09_004023	chr09	48403703	48.403703
m09_004024	chr09	48404704	48.404704
m09_004025	chr09	48407906	48.407906
m09_004026	chr09	48430926	48.430926
m09_004027	chr09	48431515	48.431515
m09_004028	chr09	48433738	48.433738
m09_004029	chr09	48443035	48.443035
m09_004030	chr09	48447493	48.447493
m09_004031	chr09	48455365	48.455365
m09_004032	chr09	48460930	48.46093
m09_004033	chr09	48464955	48.464955
m09_004034	chr09	48468157	48.468157
m09_004035	chr09	48482232	48.482232
m09_004036	chr09	48484765	48.484765
m09_004037	chr09	48487472	48.487472
m09_004038	chr09	48498013	48.498013
m09_004039	chr09	48509886	48.509886
m09_004040	chr09	48534367	48.534367
m09_004041	chr09	48542532	48.542532
m09_004042	chr09	48543863	48.543863
m09_004043	chr09	48544355	48.544355
m09_004044	chr09	48550567	48.550567
m09_004045	chr09	48560437	48.560437
m09_004046	chr09	48563593	48.563593
m09_004047	chr09	48584513	48.584513
m09_004048	chr09	48585131	48.585131
m09_004049	chr09	48589037	48.589037
m09_004050	chr09	48597989	48.597989
m09_004051	chr09	48612272	48.612272
m09_004052	chr09	48613744	48.613744
m09_004053	chr09	48621087	48.621087
m09_004054	chr09	48623405	48.623405
m09_004055	chr09	48633564	48.633564
m09_004056	chr09	48644515	48.644515
m09_004057	chr09	48645833	48.645833
m09_004058	chr09	48660378	48.660378
m09_004059	chr09	48661378	48.661378
m09_004060	chr09	48673158	48.673158
m09_004061	chr09	48695791	48.695791
m09_004062	chr09	48709950	48.70995
m09_004063	chr09	48711602	48.711602
m09_004064	chr09	48715845	48.715845
m09_004065	chr09	48727451	48.727451
m09_004066	chr09	48757293	48.757293
m09_004067	chr09	48773795	48.773795
m09_004068	chr09	48775685	48.775685
m09_004069	chr09	48800287	48.800287
m09_004070	chr09	48813609	48.813609
m09_004071	chr09	48818306	48.818306
m09_004072	chr09	48821795	48.821795
m09_004073	chr09	48841194	48.841194
m09_004074	chr09	48845356	48.845356
m09_004075	chr09	48847151	48.847151
m09_004076	chr09	48860111	48.860111
m09_004077	chr09	48865707	48.865707
m09_004078	chr09	48872009	48.872009
m09_004079	chr09	48877384	48.877384
m09_004080	chr09	48909154	48.909154
m09_004081	chr09	48917405	48.917405
m09_004082	chr09	48924975	48.924975
m09_004083	chr09	48929844	48.929844
m09_004084	chr09	48930238	48.930238
m09_004085	chr09	48961088	48.961088
m09_004086	chr09	48970753	48.970753
m09_004087	chr09	48991800	48.9918
m09_004088	chr09	48997395	48.997395
m09_004089	chr09	49000627	49.000627
m09_004090	chr09	49007682	49.007682
m09_004091	chr09	49009676	49.009676
m09_004092	chr09	49012583	49.012583
m09_004093	chr09	49032234	49.032234
m09_004094	chr09	49038249	49.038249
m09_004095	chr09	49042674	49.042674
m09_004096	chr09	49062118	49.062118
m09_004097	chr09	49067097	49.067097
m09_004098	chr09	49077763	49.077763
m09_004099	chr09	49084201	49.084201
m09_004100	chr09	49087095	49.087095
m09_004101	chr09	49101486	49.101486
m09_004102	chr09	49143053	49.143053
m09_004103	chr09	49150178	49.150178
m09_004104	chr09	49166987	49.166987
m09_004105	chr09	49187656	49.187656
m09_004106	chr09	49188197	49.188197
m09_004107	chr09	49190831	49.190831
m09_004108	chr09	49209396	49.209396
m09_004109	chr09	49212750	49.21275
m09_004110	chr09	49216470	49.21647
m09_004111	chr09	49224247	49.224247
m09_004112	chr09	49236519	49.236519
m09_004113	chr09	49239463	49.239463
m09_004114	chr09	49253468	49.253468
m09_004115	chr09	49266207	49.266207
m09_004116	chr09	49271846	49.271846
m09_004117	chr09	49296668	49.296668
m09_004118	chr09	49330787	49.330787
m09_004119	chr09	49331932	49.331932
m09_004120	chr09	49341672	49.341672
m09_004121	chr09	49347496	49.347496
m09_004122	chr09	49352536	49.352536
m09_004123	chr09	49363716	49.363716
m09_004124	chr09	49370801	49.370801
m09_004125	chr09	49375251	49.375251
m09_004126	chr09	49389880	49.38988
m09_004127	chr09	49423104	49.423104
m09_004128	chr09	49424458	49.424458
m09_004129	chr09	49426280	49.42628
m09_004130	chr09	49426966	49.426966
m09_004131	chr09	49437629	49.437629
m09_004132	chr09	49458565	49.458565
m09_004133	chr09	49474681	49.474681
m09_004134	chr09	49511051	49.511051
m09_004135	chr09	49515288	49.515288
m09_004136	chr09	49533040	49.53304
m09_004137	chr09	49632898	49.632898
m09_004138	chr09	49665137	49.665137
m09_004139	chr09	49673948	49.673948
m09_004140	chr09	49687168	49.687168
m09_004141	chr09	49698748	49.698748
m09_004142	chr09	49707398	49.707398
m09_004143	chr09	49709713	49.709713
m09_004144	chr09	49732087	49.732087
m09_004145	chr09	49749984	49.749984
m09_004146	chr09	49758015	49.758015
m09_004147	chr09	49758738	49.758738
m09_004148	chr09	49788209	49.788209
m09_004149	chr09	49806797	49.806797
m09_004150	chr09	49809785	49.809785
m09_004151	chr09	49817859	49.817859
m09_004152	chr09	49822253	49.822253
m09_004153	chr09	49823446	49.823446
m09_004154	chr09	49836404	49.836404
m09_004155	chr09	49841344	49.841344
m09_004156	chr09	49873530	49.87353
m09_004157	chr09	49879713	49.879713
m09_004158	chr09	49880636	49.880636
m09_004159	chr09	49891866	49.891866
m09_004160	chr09	49898563	49.898563
m09_004161	chr09	49908229	49.908229
m09_004162	chr09	49913205	49.913205
m09_004163	chr09	49925529	49.925529
m09_004164	chr09	49951174	49.951174
m09_004165	chr09	49960163	49.960163
m09_004166	chr09	49977632	49.977632
m09_004167	chr09	49986399	49.986399
m10_000001	chr10	16738	0.016738
m10_000002	chr10	43109	0.043109
m10_000003	chr10	48958	0.048958
m10_000004	chr10	61213	0.061213
m10_000005	chr10	65766	0.065766
m10_000006	chr10	67516	0.067516
m10_000007	chr10	106782	0.106782
m10_000008	chr10	142578	0.142578
m10_000009	chr10	150839	0.150839
m10_000010	chr10	166448	0.166448
m10_000011	chr10	174056	0.174056
m10_000012	chr10	175018	0.175018
m10_000013	chr10	190438	0.190438
m10_000014	chr10	212275	0.212275
m10_000015	chr10	214328	0.214328
m10_000016	chr10	217725	0.217725
m10_000017	chr10	220340	0.22034
m10_000018	chr10	228720	0.22872
m10_000019	chr10	230798	0.230798
m10_000020	chr10	232825	0.232825
m10_000021	chr10	237724	0.237724
m10_000022	chr10	258349	0.258349
m10_000023	chr10	269653	0.269653
m10_000024	chr10	280954	0.280954
m10_000025	chr10	305472	0.305472
m10_000026	chr10	308743	0.308743
m10_000027	chr10	318943	0.318943
m10_000028	chr10	321054	0.321054
m10_000029	chr10	347186	0.347186
m10_000030	chr10	353687	0.353687
m10_000031	chr10	354704	0.354704
m10_000032	chr10	367247	0.367247
m10_000033	chr10	384883	0.384883
m10_000034	chr10	390395	0.390395
m10_000035	chr10	392566	0.392566
m10_000036	chr10	394273	0.394273
m10_000037	chr10	396478	0.396478
m10_000038	chr10	405451	0.405451
m10_000039	chr10	405484	0.405484
m10_000040	chr10	434916	0.434916
m10_000041	chr10	439975	0.439975
m10_000042	chr10	441867	0.441867
m10_000043	chr10	445297	0.445297
m10_000044	chr10	481535	0.481535
m10_000045	chr10	482845	0.482845
m10_000046	chr10	500273	0.500273
m10_000047	chr10	509777	0.509777
m10_000048	chr10	526833	0.526833
m10_000049	chr10	562916	0.562916
m10_000050	chr10	568478	0.568478
m10_000051	chr10	590380	0.59038
m10_000052	chr10	594662	0.594662
m10_000053	chr10	638542	0.638542
m10_000054	chr10	656966	0.656966
m10_000055	chr10	657711	0.657711
